B³êdy dla Lassonen
                       t                 blad_lu           blad_thomas

                   0.008     0.02589674428286171     0.02589674428286171
                   0.016     0.01263694967612505     0.01263694967612505
                   0.024    0.008130946961430574    0.008130946961430574
                   0.032    0.006048022553344357    0.006048022553344357
                    0.04    0.004731658952640938    0.004731658952640938
                   0.048    0.003907054614032179    0.003907054614032179
                   0.056     0.00328192636146829     0.00328192636146829
                   0.064    0.002851071666287952    0.002851071666287952
     0.07200000000000001    0.002506719967659832    0.002506719967659832
                    0.08    0.002222677478044166    0.002222677478044166
     0.08800000000000001    0.002006350453683248    0.002006350453683248
                   0.096    0.001824282378471875    0.001824282378471875
                   0.104    0.001666549149972441    0.001666549149972441
                   0.112    0.001530836638811373    0.001530836638811373
                    0.12    0.001421023924043974    0.001421023924043974
                   0.128    0.001322848911051389    0.001322848911051389
                   0.136    0.001234846995508021    0.001234846995508021
                   0.144    0.001155728463274719    0.001155728463274719
                   0.152    0.001088448373111728    0.001088448373111728
                    0.16    0.001028324921735879    0.001028324921735879
                   0.168    0.000973216647378039    0.000973216647378039
                   0.176   0.0009226110856213054   0.0009226110856213054
                   0.184   0.0008760492756337834   0.0008760492756337834
                   0.192   0.0008349230932133134   0.0008349230932133134
                     0.2   0.0007977370539020701   0.0007977370539020701
                   0.208   0.0007630756025840402   0.0007630756025840402
                   0.216   0.0007307267490537228   0.0007307267490537228
                   0.224    0.000700496921234639    0.000700496921234639
                   0.232   0.0006722099743106114   0.0006722099743106114
                    0.24   0.0006468472058706043   0.0006468472058706043
                   0.248   0.0006233514789404371   0.0006233514789404371
                   0.256   0.0006011693250349559   0.0006011693250349559
                   0.264   0.0005802087554414026   0.0005802087554414026
                   0.272    0.000560384614160192    0.000560384614160192
                    0.28   0.0005416182179122098   0.0005416182179122098
                   0.288   0.0005238534069647027   0.0005238534069647027
                   0.296   0.0005078692379623106   0.0005078692379623106
                   0.304   0.0004926389930354214   0.0004926389930354214
                   0.312   0.0004781179640863664   0.0004781179640863664
                    0.32   0.0004642642611084602   0.0004642642611084602
                   0.328   0.0004510386872698113   0.0004510386872698113
                   0.336   0.0004384046000688313   0.0004384046000688313
                   0.344   0.0004263277658835829   0.0004263277658835829
                   0.352   0.0004150171856464047   0.0004150171856464047
                    0.36   0.0004044633159996369   0.0004044633159996369
                   0.368   0.0003943280072691291   0.0003943280072691291
                   0.376   0.0003845901009510433   0.0003845901009510433
                   0.384   0.0003752296109855724   0.0003752296109855724
                   0.392    0.000366227670531849    0.000366227670531849
                     0.4   0.0003575664769350784   0.0003575664769350784
                   0.408   0.0003492292362436977   0.0003492292362436977
                   0.416   0.0003412001082616634   0.0003412001082616634
                   0.424   0.0003337798121342272   0.0003337798121342272
                   0.432   0.0003266209709196222   0.0003266209709196222
                    0.44   0.0003197033380191172   0.0003197033380191172
                   0.448   0.0003130164375984013   0.0003130164375984013
                   0.456   0.0003065503045341922   0.0003065503045341922
                   0.464    0.000300295462008604    0.000300295462008604
                   0.472   0.0002942428990970747   0.0002942428990970747
                    0.48    0.000288384048615753    0.000288384048615753
                   0.488   0.0002827107654254091   0.0002827107654254091
                   0.496   0.0002773317418448551   0.0002773317418448551
                   0.504   0.0002722040197011832   0.0002722040197011832
                   0.512   0.0002672258342572009   0.0002672258342572009
                    0.52   0.0002623915338223481   0.0002623915338223481
                   0.528   0.0002576957088590293   0.0002576957088590293
                   0.536   0.0002531331823456551   0.0002531331823456551
                   0.544   0.0002486990002125156   0.0002486990002125156
                   0.552   0.0002443884219207604   0.0002443884219207604
      0.5600000000000001   0.0002401969112405533   0.0002401969112405533
      0.5680000000000001    0.000236120127269368    0.000236120127269368
      0.5760000000000001   0.0002321756328181879   0.0002321756328181879
      0.5840000000000001   0.0002284482703714952   0.0002284482703714952
      0.5920000000000001   0.0002248156459991879   0.0002248156459991879
                     0.6    0.000221274622118961    0.000221274622118961
                   0.608   0.0002178221801460989   0.0002178221801460989
                   0.616   0.0002144554161686019   0.0002144554161686019
                   0.624   0.0002111715366773792   0.0002111715366773792
                   0.632   0.0002079678543752683   0.0002079678543752683
                    0.64   0.0002048417840786465   0.0002048417840786465
                   0.648   0.0002017908387195178   0.0002017908387195178
                   0.656   0.0001988126254647282   0.0001988126254647282
                   0.664   0.0001959048419486464   0.0001959048419486464
                   0.672   0.0001931308555382927   0.0001931308555382927
                    0.68   0.0001904426578802632   0.0001904426578802632
      0.6880000000000001   0.0001878139841070547   0.0001878139841070547
      0.6960000000000001   0.0001852431040024749   0.0001852431040024749
      0.7040000000000001   0.0001827283458012419   0.0001827283458012419
      0.7120000000000001   0.0001802680942090129   0.0001802680942090129
      0.7200000000000001   0.0001778607884634908   0.0001778607884634908
                   0.728   0.0001755049204386072   0.0001755049204386072
                   0.736    0.000173199032796667    0.000173199032796667
                   0.744   0.0001709417171873451   0.0001709417171873451
                   0.752   0.0001687316125017491   0.0001687316125017491
                    0.76   0.0001665674031736675   0.0001665674031736675
                   0.768   0.0001644626134320593   0.0001644626134320593
                   0.776   0.0001624458951805519   0.0001624458951805519
                   0.784    0.000160468631718258    0.000160468631718258
                   0.792   0.0001585298055216677   0.0001585298055216677
                     0.8   0.0001566284297965792   0.0001566284297965792
      0.8080000000000001   0.0001547635475284137   0.0001547635475284137
      0.8160000000000001   0.0001529342305538473   0.0001529342305538473
      0.8240000000000001    0.000151139578651982    0.000151139578651982
      0.8320000000000001   0.0001493787186587214   0.0001493787186587214
      0.8400000000000001   0.0001476508036025725   0.0001476508036025725
      0.8480000000000001   0.0001459550118653175   0.0001459550118653175
      0.8560000000000001   0.0001442905463617805   0.0001442905463617805
                   0.864   0.0001426566337483504   0.0001426566337483504
                   0.872   0.0001410525236499316   0.0001410525236499316
                    0.88   0.0001395042808277625   0.0001395042808277625
                   0.888     0.00013799802678649     0.00013799802678649
                   0.896   0.0001365178101990772   0.0001365178101990772
                   0.904   0.0001350630345889892   0.0001350630345889892
                   0.912   0.0001336331196396534   0.0001336331196396534
                    0.92   0.0001322275007359375   0.0001322275007359375
                   0.928   0.0001308456285150639   0.0001308456285150639
      0.9360000000000001   0.0001294869684265176   0.0001294869684265176
      0.9440000000000001   0.0001281510003052766   0.0001281510003052766
      0.9520000000000001   0.0001268372179533683   0.0001268372179533683
      0.9600000000000001   0.0001255451287334175   0.0001255451287334175
      0.9680000000000001   0.0001242742531724073   0.0001242742531724073
      0.9760000000000001   0.0001230241245765429   0.0001230241245765429
      0.9840000000000001   0.0001217942886558854   0.0001217942886558854
                   0.992   0.0001205843031598652   0.0001205843031598652
                       1   0.0001194196740949005   0.0001194196740949005
                   1.008   0.0001182762761389178   0.0001182762761389178
                   1.016   0.0001171504563419745   0.0001171504563419745
                   1.024    0.000116041855003246    0.000116041855003246
                   1.032   0.0001149501211958892   0.0001149501211958892
                    1.04   0.0001138749125387806   0.0001138749125387806
                   1.048   0.0001128158949719182   0.0001128158949719182
                   1.056   0.0001117727425389292   0.0001117727425389292
                   1.064   0.0001107451371714641   0.0001107451371714641
                   1.072   0.0001097327684822513   0.0001097327684822513
                    1.08   0.0001087353335612606   0.0001087353335612606
                   1.088   0.0001077525367770837   0.0001077525367770837
                   1.096   0.0001067840895838668   0.0001067840895838668
                   1.104   0.0001058297103326833   0.0001058297103326833
                   1.112   0.0001048891240881256   0.0001048891240881256
                    1.12   0.0001039620624496695   0.0001039620624496695
                   1.128   0.0001030678695340681   0.0001030678695340681
                   1.136   0.0001021871556267095   0.0001021871556267095
                   1.144   0.0001013185552335427   0.0001013185552335427
                   1.152   0.0001004618457773887   0.0001004618457773887
                    1.16  9.961680958714414e-005  9.961680958714414e-005
                   1.168  9.878323378142984e-005  9.878323378142984e-005
                   1.176  9.796091015279451e-005  9.796091015279451e-005
                   1.184   9.71496350556933e-005   9.71496350556933e-005
                   1.192  9.634920929701973e-005  9.634920929701973e-005
                     1.2   9.55594380286362e-005   9.55594380286362e-005
                   1.208   9.47801306413476e-005   9.47801306413476e-005
                   1.216  9.401110066453722e-005  9.401110066453722e-005
                   1.224  9.325216566402617e-005  9.325216566402617e-005
                   1.232  9.250314714559504e-005  9.250314714559504e-005
                    1.24  9.176387045961576e-005  9.176387045961576e-005
                   1.248  9.103416470757075e-005  9.103416470757075e-005
                   1.256  9.031386265156982e-005  9.031386265156982e-005
                   1.264  8.961431993992353e-005  8.961431993992353e-005
                   1.272   8.89269408799187e-005   8.89269408799187e-005
                    1.28  8.824806638518812e-005  8.824806638518812e-005
                   1.288  8.757755545496515e-005  8.757755545496515e-005
                   1.296  8.691526990789455e-005  8.691526990789455e-005
                   1.304   8.62610743205261e-005   8.62610743205261e-005
                   1.312   8.56148359662523e-005   8.56148359662523e-005
                    1.32  8.497642475591149e-005  8.497642475591149e-005
                   1.328   8.43457131803893e-005   8.43457131803893e-005
                   1.336  8.372257625310908e-005  8.372257625310908e-005
                   1.344  8.310689145374361e-005  8.310689145374361e-005
                   1.352  8.249853867570156e-005  8.249853867570156e-005
                    1.36  8.189740017028324e-005  8.189740017028324e-005
                   1.368  8.130336049683162e-005  8.130336049683162e-005
                   1.376  8.071630647044081e-005  8.071630647044081e-005
                   1.384  8.013612711310625e-005  8.013612711310625e-005
                   1.392  7.956271360409772e-005  7.956271360409772e-005
                     1.4  7.899595923344105e-005  7.899595923344105e-005
                   1.408  7.843923769412786e-005  7.843923769412786e-005
                   1.416  7.789630342380782e-005  7.789630342380782e-005
                   1.424  7.735944189901645e-005  7.735944189901645e-005
                   1.432   7.68285618598652e-005   7.68285618598652e-005
                    1.44   7.63035737079143e-005   7.63035737079143e-005
                   1.448  7.578438947331012e-005  7.578438947331012e-005
                   1.456  7.527092278070135e-005  7.527092278070135e-005
                   1.464  7.476308881770866e-005  7.476308881770866e-005
                   1.472   7.42608043032833e-005   7.42608043032833e-005
                    1.48  7.376398745650992e-005  7.376398745650992e-005
                   1.488  7.327255796674148e-005  7.327255796674148e-005
                   1.496  7.278643696295717e-005  7.278643696295717e-005
                   1.504  7.230554698600677e-005  7.230554698600677e-005
                   1.512  7.182981195896776e-005  7.182981195896776e-005
                    1.52  7.135915715894559e-005  7.135915715894559e-005
                   1.528  7.089350919142756e-005  7.089350919142756e-005
                   1.536  7.043279596186114e-005  7.043279596186114e-005
                   1.544  6.997694664978571e-005  6.997694664978571e-005
                   1.552  6.952589168385259e-005  6.952589168385259e-005
                    1.56  6.907956271617888e-005  6.907956271617888e-005
                   1.568   6.86423167030048e-005   6.86423167030048e-005
                   1.576  6.821318859973058e-005  6.821318859973058e-005
                   1.584  6.778840401788777e-005  6.778840401788777e-005
                   1.592  6.736790372219303e-005  6.736790372219303e-005
                     1.6  6.695162946024347e-005  6.695162946024347e-005
                   1.608  6.653952394530815e-005  6.653952394530815e-005
                   1.616  6.613153083745438e-005  6.613153083745438e-005
                   1.624  6.572759472645018e-005  6.572759472645018e-005
                   1.632  6.532766111433386e-005  6.532766111433386e-005
                    1.64  6.493167639842756e-005  6.493167639842756e-005
                   1.648  6.453958785479497e-005  6.453958785479497e-005
                   1.656  6.415134362158792e-005  6.415134362158792e-005
                   1.664  6.376689268361435e-005  6.376689268361435e-005
                   1.672  6.338618485624004e-005  6.338618485624004e-005
                    1.68  6.300917077062262e-005  6.300917077062262e-005
                   1.688  6.263580185739137e-005  6.263580185739137e-005
                   1.696  6.226603033265832e-005  6.226603033265832e-005
                   1.704  6.189980918380744e-005  6.189980918380744e-005
                   1.712  6.153709215461767e-005  6.153709215461767e-005
                    1.72  6.117783373105201e-005  6.117783373105201e-005
                   1.728  6.082198912882308e-005  6.082198912882308e-005
                   1.736  6.047204270653861e-005  6.047204270653861e-005
                   1.744  6.012885018458203e-005  6.012885018458203e-005
                   1.752  5.978881621959697e-005  5.978881621959697e-005
                    1.76  5.945190155165481e-005  5.945190155165481e-005
                   1.768  5.911806751701665e-005  5.911806751701665e-005
                   1.776  5.878727603791933e-005  5.878727603791933e-005
                   1.784  5.845948961302749e-005  5.845948961302749e-005
                   1.792  5.813467130666439e-005  5.813467130666439e-005
                     1.8  5.781278474059626e-005  5.781278474059626e-005
                   1.808  5.749379408304112e-005  5.749379408304112e-005
                   1.816  5.717766403956492e-005  5.717766403956492e-005
                   1.824    5.6864359845199e-005    5.6864359845199e-005
                   1.832  5.655384725322676e-005  5.655384725322676e-005
                    1.84  5.624609252852242e-005  5.624609252852242e-005
                   1.848  5.594106243722585e-005  5.594106243722585e-005
                   1.856  5.563872423874905e-005  5.563872423874905e-005
                   1.864  5.533904567800452e-005  5.533904567800452e-005
                   1.872   5.50419949759684e-005   5.50419949759684e-005
                    1.88    5.4747540822353e-005    5.4747540822353e-005
                   1.888  5.445565236772421e-005  5.445565236772421e-005
                   1.896   5.41662992151748e-005   5.41662992151748e-005
                   1.904  5.387945141310801e-005  5.387945141310801e-005
                   1.912  5.359507944791009e-005  5.359507944791009e-005
                    1.92  5.331718654866258e-005  5.331718654866258e-005
                   1.928  5.304213104329047e-005  5.304213104329047e-005
                   1.936  5.276938046416824e-005  5.276938046416824e-005
                   1.944   5.24989086618799e-005   5.24989086618799e-005
                   1.952  5.223068985193979e-005  5.223068985193979e-005
                    1.96  5.196469860857533e-005  5.196469860857533e-005
                   1.968  5.170090985773257e-005  5.170090985773257e-005
                   1.976  5.143929887241327e-005  5.143929887241327e-005
                   1.984  5.117984126690178e-005  5.117984126690178e-005
                   1.992  5.092251299299022e-005  5.092251299299022e-005
                       2  5.066729033109674e-005  5.066729033109674e-005
